fecha,tarea,proyecto,bloque,horainicio,horafin,comentario,notas
03/03/2026,Reunión con Miguel por Teams,BLOR,GENERAL,11:55,12:11,Comparación de elementos del buque original con el BLOR.,
03/03/2026,CAB,DES,GENERAL,12:11,12:22,CAB,
03/03/2026,Comparación de equipos de excel en buque original con el nuevo BLOR,PROG,GENERAL,12:22,13:26,Comparación de equipos de excel en buque original con el nuevo BLOR. BUQUE ORIGINAL--->BLOR,
03/03/2026,Ciberseguridad píldora #4,INT,GENERAL,13:26,13:41,Ciberseguridad píldora #4 ingeniería social,
03/03/2026,Comparación de equipos de excel en buque original con el nuevo BLOR,PROG,GENERAL,13:41,13:50,Comparación de equipos de excel en buque original con el nuevo BLOR. BUQUE ORIGINAL--->BLOR,
03/03/2026,Continuación con la lectura de especificación 589B-0514200001Z_Accesorios  conductos y soportación de HVAC,BLOR,GENERAL,13:50,14:17,Continuación con la lectura de especificación 589B-0514200001Z_Accesorios  conductos y soportación de HVAC,
03/03/2026,CAB,DES,GENERAL,14:17,14:25,CAB,
03/03/2026,Continuación con la lectura de especificación 589B-0514200001Z_Accesorios  conductos y soportación de HVAC,BLOR,GENERAL,14:25,15:00,Continuación con la lectura de especificación 589B-0514200001Z_Accesorios  conductos y soportación de HVAC,
03/03/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
03/03/2026,Reunión por Teams con Miguel,BLOR,GENERAL,15:30,15:48,"Reunión por Teams:
-En Recuento líneas BLOR (teams) chequear la segunda hoja  donde  se han de comprobar todos los apartados de dicha hoja (Nº linea).
-Reflejar en que bloque están las distintas lineas, si mal no recuerdo  Miguel añadirá una columna para tal fin.
-En email tengo el ""plano"" con la disposición de bloques BLOR. Recordar que se trabaja en los bloques que hacen T  tanto en proa como en popa",
03/03/2026,Chequeo de Recuento lineas BLOR (en compartida de teams dentro de HVAC diagram),BLOR,GENERAL,15:48,16:01,"Chequeo de Recuento lineas BLOR (en compartida de teams dentro de HVAC diagram)  donde se comprueba la hoja ""Nº Linea"" y que todo esté ok. Comprobación entre excel y diagrama existente dentro de la carpeta compartida ""HVAC Diagram""",
04/03/2026,AOYV,DES,GENERAL,6:49,6:55,AOYV,
04/03/2026,CAB,DES,GENERAL,6:55,07:01,CAB,
04/03/2026,Chequeo de Recuento lineas BLOR (en compartida de teams dentro de HVAC diagram),BLOR,GENERAL,7:01,08:21,"Chequeo de Recuento lineas BLOR (en compartida de teams dentro de HVAC diagram)  donde se comprueba la hoja ""Nº Linea"" y que todo esté ok. Comprobación entre excel y diagrama existente dentro de la carpeta compartida ""HVAC Diagram""",
04/03/2026,CAB,DES,GENERAL,8:21,08:28,CAB,
04/03/2026,Chequeo de Recuento lineas BLOR (en compartida de teams dentro de HVAC diagram),BLOR,GENERAL,8:28,8:31,"Chequeo de Recuento lineas BLOR (en compartida de teams dentro de HVAC diagram)  donde se comprueba la hoja ""Nº Linea"" y que todo esté ok. Comprobación entre excel y diagrama existente dentro de la carpeta compartida ""HVAC Diagram""",
04/03/2026,Reunión Teams con Miguel,BLOR,GENERAL,8:31,8:34,"Aclaración de posición de planos de una cubierta con otra.
La cubierta 12 es la superior  y hacia abajo  disminuye el número de cubierta  al revés que en España",
04/03/2026,Chequeo de Recuento lineas BLOR (en compartida de teams dentro de HVAC diagram),BLOR,GENERAL,8:34,10:35,"Chequeo de Recuento lineas BLOR (en compartida de teams dentro de HVAC diagram)  donde se comprueba la hoja ""Nº Linea"" y que todo esté ok. Comprobación entre excel y diagrama existente dentro de la carpeta compartida ""HVAC Diagram""",
04/03/2026,CAB,DES,GENERAL,10:35,10:41,CAB,
04/03/2026,Recuento de líneas en Excel,PROG,GENERAL,10:41,11:10,Recuentos de líneas en excel,
04/03/2026,CAB,DES,GENERAL,11:10,11:16,CAB,
04/03/2026,Recuento de líneas en Excel,PROG,GENERAL,11:16,13:02,Recuentos de líneas en excel,
04/03/2026,CAB,DES,GENERAL,13:02,13:05,CAB,
04/03/2026,Recuento de líneas en Excel,PROG,GENERAL,13:05,13:18,Recuentos de líneas en excel,
04/03/2026,Varios Excel,PROG,GENERAL,13:18,13:23,Varios excel,
04/03/2026,Continuación con la lectura de especificación 589B-0514200001Z_Accesorios  conductos y soportación de HVAC,BLOR,GENERAL,13:23,13:35,Continuación con la lectura de especificación 589B-0514200001Z_Accesorios  conductos y soportación de HVAC,
04/03/2026,OCR a documento pdf,INT,GENERAL,13:35,14:00,OCR a documento pdf de 315 páginas,
04/03/2026,Recuperación de excel en el historial de versiones,PROG,GENERAL,14:00,14:13,Recuperación de excel en el historial de versiones,
04/03/2026,Personalización Foran en escritorio Navantia UK,NAV,GENERAL,14:13,14:53,Personalización Foran en escritorio Navantia UK,
04/03/2026,Reunión Teams con Miguel,BLOR,GENERAL,14:53,15:00,Aclaración de dudas en la excel cumplimentada y respecto al Agresso para registro de horas,
04/03/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
04/03/2026,Varios Word,INT,GENERAL,15:30,16:01,Varios Word  número total de páginas en Manual Foran dan problemas porque tiene un número mayor al número total real de páginas,
05/03/2026,AOYV,DES,GENERAL,6:42,6:47,AOYV,
05/03/2026,CAB,DES,GENERAL,6:47,6:51,CAB,
05/03/2026,Varios Word,INT,GENERAL,6:51,7:00,Varios Word  número total de páginas en Manual Foran dan problemas porque tiene un número mayor al número total real de páginas,
05/03/2026,Varios BLOR en Foran,BLOR,GENERAL,7:00,7:01,Varios BLOR en Foran,
05/03/2026,CAB,DES,GENERAL,7:01,07:04,CAB,
05/03/2026,Varios excel,PROG,GENERAL,7:04,8:13,Varios Excel,
05/03/2026,Cotejo de conductos en Excel,PROG,GENERAL,8:13,15:04,"Se realiza un cotejo de conductos en excel:
- Se comprueba las medidas de los conductos modelados con los conductos en el plano, tal que  si hay variación en la velocidad  por muy alta o por muy baja  se detecte y se avise a Miguel",
05/03/2026,COMIDA,COM,GENERAL,15:04,15:35,COMIDA,
05/03/2026,Reunión Teams con Miguel,BLOR,GENERAL,15:35,15:47,Vistazo a lo realizado hasta ahora en excel. Continuar como está ahora,
05/03/2026,Cotejo de conductos en Excel,PROG,GENERAL,15:47,16:03,"Se realiza un cotejo de conductos en excel:
- Se comprueba las medidas de los conductos modelados con los conductos en el plano, tal que  si hay variación en la velocidad  por muy alta o por muy baja  se detecte y se avise a Miguel",
06/03/2026,AOYV,DES,GENERAL,6:30,06:39,AOYV,
06/03/2026,Cotejo de conductos en Excel,PROG,GENERAL,6:39,07:42,Cotejo de las distintas lineas del BLOR en excel   para posterior cálculo velocidad  caudales reales  etc,
06/03/2026,CAB,DES,GENERAL,07:42,7:49,CAB,
06/03/2026,Cotejo de conductos en Excel,PROG,GENERAL,7:49,8:44,Cotejo de conductos en Excel,
06/03/2026,CAB,DES,GENERAL,8:44,8:49,CAB,
06/03/2026,Cotejo de conductos en Excel,PROG,GENERAL,8:49,10:06,Cotejo de conductos en Excel,
06/03/2026,Cotejo de conductos en Excel,PROG,GENERAL,10:06,10:08,Cotejo de conductos 1201-1202-1203-1204-1205-1206,
06/03/2026,CAB,DES,GENERAL,10:08,10:11,CAB,
06/03/2026,Cotejo de conductos en Excel,PROG,GENERAL,10:11,10:52,Cotejo de conductos 1201-1202-1203-1204-1205-1206,
06/03/2026,CAB,DES,GENERAL,10:52,10:57,CAB,
06/03/2026,Cotejo de conductos en Excel,PROG,GENERAL,10:57,11:33,Cotejo de conductos 1201-1202-1203-1204-1205-1206,
06/03/2026,CAB,DES,GENERAL,11:33,11:35,CAB,
06/03/2026,Cotejo de conductos en Excel,PROG,GENERAL,11:35,12:41,Cotejo de conductos 1601-1602-1603-1604-1605-1606-1607-1608,
06/03/2026,Varios excel,PROG,GENERAL,12:41,13:00,Varios Excel,
09/03/2026,AOYV,DES,GENERAL,6:48,7:01,AOYV,
09/03/2026,Cotejo de conductos en Excel,PROG,GENERAL,7:01,10:00,Cotejo de conductos 1608-22XX-23XX-24XX,
09/03/2026,Reunión Teams con Ángel y Miguel para ver avance HVAC,BLOR,GENERAL,10:00,10:39,"Reunión Teams con Ángel y Miguel para ver avance HVAC
-Avances.
-B101 B112 B122 B302 sin lineas
-B311 y B321 va a haber lineas.
-Declarar líneas que faltan.
-Metros de conductos en distintos bloques  cuando acabe con lo que estoy.
-Explicación de la Excel cumplimentada con cálculos de V y Q.
-Ventiladores  todos de 60 Hz (se piden variadores)<--Electricidad.
-Conductos de HVAC en bloques inferiores  algunos han cambiado de bloque.",
09/03/2026,Cotejo de conductos en Excel,PROG,GENERAL,10:39,10:40,Cotejo de conductos F401-,
09/03/2026,CAB,DES,GENERAL,10:40,10:51,CAB,
09/03/2026,Cotejo de conductos en Excel,PROG,GENERAL,10:51,13:20,Cotejo de conductos F401-,
09/03/2026,Problemas conexión a Navantia UK,BLOR,GENERAL,13:20,14:04,Problemas conexión a Navantia UK,
09/03/2026,Reprogramación macro de calculo de conductos ,PROG,GENERAL,13:38,14:04,"Reprogramación macro de calculo de conductos
-Se añade una columna con los diámetros en pulgadas  de los conductos de acuerdo a diagrama.
-Modificar la macro CalculoConductosBLOR  por la inserción de la columna indicada en el punto anterior",
09/03/2026,Cotejo de conductos en Excel,PROG,GENERAL,14:04,15:01,Cotejo de conductos F30X,
09/03/2026,COMIDA,COM,GENERAL,15:01,15:31,COMIDA,
09/03/2026,Cotejo de conductos en Excel,PROG,GENERAL,15:31,15:43,Cotejo de conductos F30X,
09/03/2026,Reunión por Teams con Miguel,BLOR,GENERAL,15:43,15:58,"Aclaración de:
-Caudales en conductos FXXX.
-3301 (200cfm) o 2201.
-Los caudales en F305/6 son 1000 cfm",
09/03/2026,Cotejo de conductos en Excel,PROG,GENERAL,15:58,16:02,Cotejo de conductos F30X,
10/03/2026,AOYV,DES,GENERAL,6:46,6:57,AOYV,
10/03/2026,Cotejo de conductos en Excel,PROG,GENERAL,6:57,7:05,"Cotejo de conductos.
-Se revisan caudales en varias ramas indicadas en color rojo  por no estar conforme con lo realizado hasta ahora.",
10/03/2026,CAB,DES,GENERAL,7:05,07:12,CAB,
10/03/2026,Cotejo de conductos en Excel,PROG,GENERAL,7:12,10:16,"Cotejo de conductos.
-Se revisan caudales en varias ramas indicadas en color rojo  por no estar conforme con lo realizado hasta ahora.",
10/03/2026,Reunión por teams con Miguel,BLOR,GENERAL,10:16,10:25,"Cambios e implementaciones a realizar en excel de conductos:
-Lineas de las fotos cambian de bloque (ver libreta nueva).
-Como se sube a sharepoint  y la Excel de conductos se ha de subir dentro de Documentos>BLOR HVAC>HVAC diagram\.
",
10/03/2026,Cambiar conductos de bloques en las dos excel,PROG,GENERAL,10:25,11:42,"Cambiar varias lineas de bloque:
-En proa B301  B302 en crujía.
En proa B321 y B311 en los costados.
-En popa B101 y B102 en crujía.
-En popa B122 y B112 en los costados.",
10/03/2026,Macro para el cálculo teórico según esquema,PROG,GENERAL,11:42,12:25,Macro para el cálculo teórico según esquema,
10/03/2026,Píldora informatica  vacaciones,INT,GENERAL,12:25,12:27,Píldora informatica  vacaciones,
10/03/2026,Macro para el cálculo de la velocidad real del modelo,PROG,GENERAL,12:27,13:02,Macro para el cálculo de la velocidad real del modelo,
10/03/2026,Macro para el cálculo de pérdidas de carga en pascales y pulgadas de agua  así como también calcula si la velocidad real partiendo de las medidas reales del modelo  da una velocidad más alta  en rango o más baja que la indicada en la columna E  la cual es la velocidad teórica en función del tipo 1  2  3 o 4 del conducto o elemento,PROG,GENERAL,13:02,14:16,Macro para el cálculo de pérdidas de carga en pascales y pulgadas de agua  así como también calcula si la velocidad real partiendo de las medidas reales del modelo  da una velocidad más alta  en rango o más baja que la indicada en la columna E  la cual es la velocidad teórica en función del tipo 1  2  3 o 4 del conducto o elemento,
10/03/2026,Afinamiento de la macro CalculoConductosBLOR(),PROG,GENERAL,14:16,15:02,Afinamiento de la macro CalculoConductosBLOR(),
10/03/2026,COMIDA,COM,GENERAL,15:02,15:32,COMIDA,
10/03/2026,Leer lo que mandaron de P26QP202,BLOR,GENERAL,15:32,16:00,Leer lo que mandaron de P26QP202,
11/03/2026,AOYV,DES,GENERAL,6:44,6:54,AOYV,
11/03/2026,Leer lo que mandaron de P26QP202,BLOR,GENERAL,6:54,7:07,Leer lo que mandaron de P26QP202,
11/03/2026,Revisión macro CalculoConductosBLOR(),BLOR,GENERAL,7:07,7:44,Revisión macro CalculoConductosBLOR(),
11/03/2026,CAB,DES,GENERAL,7:44,7:48,CAB,
11/03/2026,Dimensiones de rejillas exteriores EXCEL,BLOR,GENERAL,7:48,9:11,Dimensiones de rejillas exteriores EXCEL,
11/03/2026,CAB,DES,GENERAL,9:11,9:14,CAB,
11/03/2026,Dimensiones de rejillas exteriores EXCEL,BLOR,GENERAL,9:14,10:07,Dimensiones de rejillas exteriores EXCEL,
11/03/2026,Varios cálculo de ruido en conductos,INT,GENERAL,10:07,10:29,"Varios cálculo de ruido en conductos:
Teniendo en cuenta:
-Conducto rectangular o circular.
-Velocidad en el conducto.
-Caudal.
-Material  en principio solamente acero galvanizado.
- Con o sin aislamiento.",
11/03/2026,Reunión por Teams con Miguel,BLOR,GENERAL,10:29,10:45,"Se trataron los siguientes puntos:
-Vistazo a las excel de rejillas y de cálculo de conductos.
-En la excel de rejillas  comparar que el área de los conductos modelados  ha de ser igual al área de origen, si es distinto  el fondo de la celda será de color rojo.
-En la excel de conductos  comparar col.G con col.M  col.H con col.N y col.I con col.O.",
11/03/2026,Dimensiones de rejillas exteriores EXCEL,BLOR,GENERAL,10:45,12:30,Dimensiones de rejillas exteriroes  comparando lo solicitado por Miguel en el punto anterior,
11/03/2026,Comparación de conductos de acuerdo a reunión por Teams con Miguel,BLOR,GENERAL,12:30,15:01,Comparación de conductos de acuerdo a reunión por Teams con Miguel,
11/03/2026,COMIDA,COM,GENERAL,15:01,15:32,COMIDA,
11/03/2026,Excel BLOR DIMENSIONES-VELOCIDAD-CAUDAL CONDUCTOS,BLOR,GENERAL,15:32,16:00,Excel BLOR DIMENSIONES-VELOCIDAD-CAUDAL CONDUCTOS  comparación de las distintas medidas de los conductos  de acuerdo a comentarios Miguel.,
12/03/2026,AOYV,DES,GENERAL,6:44,6:59,AYOV,
12/03/2026,Comparación de columnas de Alto  Ancho y Diámetro,BLOR,GENERAL,6:59,8:32,"Comparación de columnas de Alto  Ancho y Diámetro.
Inclusión de fórmulas en columnas de velocidad  etc.
Bloqueo de campos calculados  se pueden añadir nuevas filas  en medio o al final de la tabla.",
12/03/2026,Varios para nueva aplicación de HVAC,PROG,GENERAL,8:32,9:25,Varios para nueva aplicación de HVAC,
12/03/2026,Reunión por Teams con Miguel,BLOR,GENERAL,9:25,09:39,"Se trata lo siguiente:
-Modificar en la excel de conductos  las dimensiones de todas los conductos circulares  tanto de proa como de popa.
-En proa cambiar las dimensiones y comprobar todos los componentes de la líne 0902 y sus elementos y derivaciones.
-Las rejillas exteriores se han de cambiar a nuevo número de linea  
-Primero cotejar la rejilla LVR del diagrama en pdf con su posición en el buque, asignando nuevo número de línea a la rejilla como LVXX  donde XX es el número que trae en el diagrama se le sacará la R de LVR.

",
12/03/2026,Cambio en la excel de las medidas de los ductos y elementos de las lineas circulares,BLOR,GENERAL,09:39,9:49,"Cambio en la excel de las medidas de los ductos y elementos de las lineas circulares:
-2501 y elementos de esa línea.
-2101 y elementos de esa línea.
-2401 y elementos de esa línea.
-2601 y elementos de esa línea.
-0901  0902 y elementos de esa línea.",
12/03/2026,CAB,DES,GENERAL,9:49,09:56,CAB,
12/03/2026,Cambio en la excel de las medidas de los ductos y elementos de las lineas circulares,BLOR,GENERAL,9:56,11:15,"Cambio en la excel de las medidas de los ductos y elementos de las lineas circulares:
-2501 y elementos de esa línea.
-2101 y elementos de esa línea.
-2401 y elementos de esa línea.
-2601 y elementos de esa línea.
-0901  0902 y elementos de esa línea.",
12/03/2026,Renombrar las rejillas exteriores e incluirlas con un número de linea,BLOR,GENERAL,11:15,13:34,Renombrar las rejillas exteriores e incluirlas con un número de linea  de acuerdo al diagrama.,
12/03/2026,Aplicación conversor de unidades,PROG,GENERAL,13:34,15:05,Aplicación conversor de unidades,
12/03/2026,COMIDA,COM,GENERAL,15:05,15:34,COMIDA,
12/03/2026,Reunión Teams con Miguel,BLOR,GENERAL,15:34,15:48,"Se trata lo siguiente:
-Comprobar las rejillas que están mal registradas en excel LV15 16 40 50 y ver LV29 50 y 51.
- Calcular el alto y el ancho  en base a experiencia de las rejillas a modelar en Foran  y que cumplan con el área de origen de las mismas (jugar con HxW para alcanzar el área.
- Modelar en Foran las rejillas que faltan  teniendo en consideración que se trata de un elemeno en A105  de 38 mm de longitud y color 12 de Foran.",
12/03/2026,Aplicación conversor de unidades,PROG,GENERAL,15:48,16:03,Aplicación conversor de unidades,
13/03/2026,AOYV,DES,GENERAL,6:33,6:53,AOYV,
13/03/2026,Varios,BLOR,GENERAL,6:53,7:05,Varios,
13/03/2026,CAB,DES,GENERAL,7:05,7:10,CAB,
13/03/2026,"Dimensionado de rejillas calculando el ancho  y manteniendo ""fijo"" el ancho",BLOR,GENERAL,7:10,9:50,"Dimensionado de rejillas calculando el ancho  y manteniendo ""fijo"" el ancho",
13/03/2026,"Dimensionado de rejillas calculando el alto  y manteniendo ""fijo"" el alto en función de la separación entre refuerzos  o elementos estructurales",BLOR,GENERAL,9:50,9:58,"Dimensionado de rejillas calculando el alto  y manteniendo ""fijo"" el alto en función de la separación entre refuerzos  o elementos estructurales",
13/03/2026,CAB,DES,GENERAL,9:58,10:19,CAB,
13/03/2026,"Dimensionado de rejillas calculando el alto  y manteniendo ""fijo"" el alto en función de la separación entre refuerzos  o elementos estructurales",BLOR,GENERAL,10:19,11:25,"Dimensionado de rejillas calculando el alto  y manteniendo ""fijo"" el alto en función de la separación entre refuerzos  o elementos estructurales",
13/03/2026,Comprobar los nombres de las rejillas existentes de acuerdo a diagrama funcional,BLOR,GENERAL,11:25,13:00,Comprobar los nombres de las rejillas existentes de acuerdo a diagrama funcional,
16/03/2026,AOYV,DES,GENERAL,6:43,7:03,AOYV,
16/03/2026,Posicionamiento de rejillas exteriores,BLOR,B323,7:03,9:05,"Posicionamiento rejillas exteriores:
-LV15.
-LV16.
-LV14.",
16/03/2026,Posicionamiento de rejillas exteriores,BLOR,B313,9:05,9:40,"Posicionamiento rejillas exteriores:
-LV14.",
16/03/2026,Problemas varios con el cambio de contraseña en Navantia UK,DES,GENERAL,9:40,10:45,Problemas varios con el cambio de contraseña en Navantia UK,
16/03/2026,Ciberseguridad píldora #5,INT,GENERAL,10:45,10:57,Ciberseguridad píldora #5,
16/03/2026,Modificación de macros,PROG,GENERAL,10:57,13:38,Modificación y mejora de macros.,
16/03/2026,Posicionamiento de rejillas exteriores,BLOR,B313,13:38,13:50,"Posicionamiento rejillas exteriores:
-LV14.",
16/03/2026,Posicionamiento de rejillas exteriores,BLOR,B313,13:50,14:44,"Posicionamiento rejillas exteriores:
-LV23.",
16/03/2026,Posicionamiento de rejillas exteriores,BLOR,B313,14:44,15:06,"Posicionamiento rejillas exteriores:
-LV04.
-LV03.",
16/03/2026,COMIDA,COM,GENERAL,15:06,15:36,COMIDA,
16/03/2026,AOYV,DES,B323,15:36,15:45,"Posicionamiento rejillas exteriores:
-LV04.
-LV03.",
16/03/2026,Modificación de macros,PROG,GENERAL,15:45,16:03,Modificación y mejora de macros.,
17/03/2026,Modificación de macros,PROG,GENERAL,6:43,7:14,Modificación y mejora de macros.,
17/03/2026,Preparación excel pérdidas de carga,PROG,GENERAL,7:14,8:01,Preparación excel pérdidas de carga,
17/03/2026,Posicionamiento de rejillas exteriores,BLOR,GENERAL,8:01,8:20,"Posicionamiento rejillas exteriores:
-LV02.
-LV01",
17/03/2026,Reinicio automático del ordenador,DES,GENERAL,8:20,8:42,Reinicio automático del ordenador,
17/03/2026,Posicionamiento de rejillas exteriores,BLOR,B323-B313,8:42,15:00,Posicionamiento de rejillas exteriores,
17/03/2026,COMIDA,COM,GENERAL,15:00,15:31,COMIDA,
17/03/2026,Excel de pérdidas de carga,PROG,GENERAL,15:31,16:04,Excel de pérdidas de carga,
18/03/2026,AOYV,DES,GENERAL,6:44,7:09,AOYV,
18/03/2026,Posicionamiento de rejillas exteriores,BLOR,GENERAL,7:09,10:14,"Posicionamiento de rejillas exteriores.
-LV32.
-LV33.
-LV42.
-LV62.
-LV54.
-LV61.
-LV28.
-LV30.
-LV31",
18/03/2026,Revisión de rejillas en todo el buque,BLOR,GENERAL,10:14,13:23,Revisión de rejillas en todo el buque,
18/03/2026,Revisión de sistema de conductos  linea a linea  componente a componente,BLOR,GENERAL,13:23,13:31,Revisión de sistema de conductos  linea a linea  componente a componente,
18/03/2026,Ciberseguridad píldora #6,INT,GENERAL,13:31,13:42,Ciberseguridad píldora #6,
18/03/2026,Revisión de sistema de conductos  linea a linea  componente a componente,BLOR,GENERAL,13:42,15:00,Revisión de sistema de conductos  linea a linea  componente a componente,
18/03/2026,COMIDA,COM,GENERAL,15:04,15:31,COMIDA,
